event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
500956830,true,2009-01-01 12:00:02.660,-2.6631067,51.40694716,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956831,true,2009-01-01 12:00:02.680,-2.66310657,51.40694666,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956832,true,2009-01-01 12:00:02.700,-2.66310633,51.40694617,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956833,true,2009-01-01 12:00:02.720,-2.66310606,51.40694571,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956834,true,2009-01-01 12:00:02.740,-2.66310588,51.40694528,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956835,true,2009-01-01 12:00:02.760,-2.66310566,51.40694483,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956836,true,2009-01-01 12:00:02.780,-2.66310553,51.40694435,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956837,true,2009-01-01 12:00:02.800,-2.66310557,51.4069439,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956838,true,2009-01-01 12:00:02.820,-2.66310557,51.40694346,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956839,true,2009-01-01 12:00:02.840,-2.66310509,51.40694296,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956840,true,2009-01-01 12:00:02.860,-2.66310441,51.40694245,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956841,true,2009-01-01 12:00:02.880,-2.66310391,51.40694197,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956842,true,2009-01-01 12:00:02.900,-2.66310367,51.40694156,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956843,true,2009-01-01 12:00:02.920,-2.66310343,51.40694121,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956844,true,2009-01-01 12:00:02.940,-2.66310321,51.40694089,"2D videogrammetry data","gps","Myotis daubentoni","25","25","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956845,true,2009-01-01 12:00:00.000,-2.6630401,51.4069979,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956846,true,2009-01-01 12:00:00.020,-2.66304096,51.40699803,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956847,true,2009-01-01 12:00:00.040,-2.66304182,51.40699817,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956848,true,2009-01-01 12:00:00.060,-2.66304268,51.40699832,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956849,true,2009-01-01 12:00:00.080,-2.66304352,51.40699849,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956850,true,2009-01-01 12:00:00.100,-2.66304433,51.40699868,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956851,true,2009-01-01 12:00:00.120,-2.66304508,51.40699889,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956852,true,2009-01-01 12:00:00.140,-2.66304578,51.40699913,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956853,true,2009-01-01 12:00:00.160,-2.6630464,51.4069994,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956854,true,2009-01-01 12:00:00.180,-2.66304693,51.4069997,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956855,true,2009-01-01 12:00:00.200,-2.66304736,51.40700004,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956856,true,2009-01-01 12:00:00.220,-2.6630477,51.4070004,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956857,true,2009-01-01 12:00:00.240,-2.66304794,51.40700079,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956858,true,2009-01-01 12:00:00.260,-2.66304808,51.40700122,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956859,true,2009-01-01 12:00:00.280,-2.66304814,51.40700166,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956860,true,2009-01-01 12:00:00.300,-2.6630481,51.40700213,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956861,true,2009-01-01 12:00:00.320,-2.66304798,51.40700261,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956862,true,2009-01-01 12:00:00.340,-2.66304781,51.4070031,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956863,true,2009-01-01 12:00:00.360,-2.66304757,51.4070036,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956864,true,2009-01-01 12:00:00.380,-2.66304731,51.40700409,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956865,true,2009-01-01 12:00:00.400,-2.66304702,51.40700458,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956866,true,2009-01-01 12:00:00.420,-2.66304672,51.40700506,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956867,true,2009-01-01 12:00:00.440,-2.66304643,51.40700551,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956868,true,2009-01-01 12:00:00.460,-2.66304616,51.40700593,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956869,true,2009-01-01 12:00:00.480,-2.66304592,51.40700632,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956870,true,2009-01-01 12:00:00.500,-2.66304572,51.40700668,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956871,true,2009-01-01 12:00:00.520,-2.66304557,51.407007,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956872,true,2009-01-01 12:00:00.540,-2.66304546,51.40700728,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956873,true,2009-01-01 12:00:00.560,-2.66304541,51.40700751,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956874,true,2009-01-01 12:00:00.580,-2.66304536,51.40700771,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956875,true,2009-01-01 12:00:00.600,-2.66304533,51.40700787,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956876,true,2009-01-01 12:00:00.620,-2.66304526,51.407008,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956877,true,2009-01-01 12:00:00.640,-2.66304514,51.4070081,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956878,true,2009-01-01 12:00:00.660,-2.6630449,51.40700816,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956879,true,2009-01-01 12:00:00.680,-2.6630445,51.40700819,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956880,true,2009-01-01 12:00:00.700,-2.6630439,51.40700819,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956881,true,2009-01-01 12:00:00.720,-2.66304299,51.40700816,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956882,true,2009-01-01 12:00:00.740,-2.66304172,51.4070081,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956883,true,2009-01-01 12:00:00.760,-2.66304001,51.40700801,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956884,true,2009-01-01 12:00:00.780,-2.66303781,51.40700787,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956885,true,2009-01-01 12:00:00.800,-2.66303506,51.40700769,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956886,true,2009-01-01 12:00:00.820,-2.66303174,51.40700744,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956887,true,2009-01-01 12:00:00.840,-2.66302787,51.40700712,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956888,true,2009-01-01 12:00:00.860,-2.66302353,51.40700669,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956889,true,2009-01-01 12:00:00.880,-2.66301888,51.40700615,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956890,true,2009-01-01 12:00:00.900,-2.6630142,51.40700545,"2D videogrammetry data","gps","Myotis daubentoni","250","250","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956891,true,2009-01-01 12:00:00.000,-2.66300087,51.40697116,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956892,true,2009-01-01 12:00:00.020,-2.6630044,51.40697263,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956893,true,2009-01-01 12:00:00.040,-2.66300779,51.4069739,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956894,true,2009-01-01 12:00:00.060,-2.66301083,51.40697491,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956895,true,2009-01-01 12:00:00.080,-2.66301345,51.40697561,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956896,true,2009-01-01 12:00:00.100,-2.6630156,51.406976,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956897,true,2009-01-01 12:00:00.120,-2.66301731,51.40697612,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956898,true,2009-01-01 12:00:00.140,-2.66301863,51.406976,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956899,true,2009-01-01 12:00:00.160,-2.66301961,51.4069757,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956900,true,2009-01-01 12:00:00.180,-2.66302035,51.40697525,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956901,true,2009-01-01 12:00:00.200,-2.66302091,51.4069747,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956902,true,2009-01-01 12:00:00.220,-2.66302136,51.40697408,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956903,true,2009-01-01 12:00:00.240,-2.66302174,51.40697342,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956904,true,2009-01-01 12:00:00.260,-2.66302211,51.40697275,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956905,true,2009-01-01 12:00:00.280,-2.66302249,51.40697208,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956906,true,2009-01-01 12:00:00.300,-2.6630229,51.40697141,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956907,true,2009-01-01 12:00:00.320,-2.66302334,51.40697076,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956908,true,2009-01-01 12:00:00.340,-2.6630238,51.40697012,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956909,true,2009-01-01 12:00:00.360,-2.66302426,51.4069695,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956910,true,2009-01-01 12:00:00.380,-2.66302475,51.4069689,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956911,true,2009-01-01 12:00:00.400,-2.66302524,51.40696831,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956912,true,2009-01-01 12:00:00.420,-2.66302573,51.40696773,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956913,true,2009-01-01 12:00:00.440,-2.66302621,51.40696716,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956914,true,2009-01-01 12:00:00.460,-2.6630267,51.4069666,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956915,true,2009-01-01 12:00:00.480,-2.6630272,51.40696604,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956916,true,2009-01-01 12:00:00.500,-2.66302771,51.4069655,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956917,true,2009-01-01 12:00:00.520,-2.66302822,51.40696496,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956918,true,2009-01-01 12:00:00.540,-2.66302874,51.40696442,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956919,true,2009-01-01 12:00:00.560,-2.66302929,51.4069639,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956920,true,2009-01-01 12:00:00.580,-2.66302989,51.40696338,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956921,true,2009-01-01 12:00:00.600,-2.66303051,51.40696287,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956922,true,2009-01-01 12:00:00.620,-2.66303116,51.40696237,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956923,true,2009-01-01 12:00:00.640,-2.66303184,51.40696188,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956924,true,2009-01-01 12:00:00.660,-2.66303254,51.40696139,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956925,true,2009-01-01 12:00:00.680,-2.66303327,51.40696092,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956926,true,2009-01-01 12:00:00.700,-2.66303403,51.40696045,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956927,true,2009-01-01 12:00:00.720,-2.66303482,51.40695999,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956928,true,2009-01-01 12:00:00.740,-2.66303567,51.40695953,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956929,true,2009-01-01 12:00:00.760,-2.66303656,51.40695908,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956930,true,2009-01-01 12:00:00.780,-2.6630375,51.40695864,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956931,true,2009-01-01 12:00:00.800,-2.66303845,51.4069582,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956932,true,2009-01-01 12:00:00.820,-2.66303943,51.40695776,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956933,true,2009-01-01 12:00:00.840,-2.66304042,51.40695733,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956934,true,2009-01-01 12:00:00.860,-2.66304145,51.40695691,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956935,true,2009-01-01 12:00:00.880,-2.6630425,51.40695649,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956936,true,2009-01-01 12:00:00.900,-2.6630436,51.40695608,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956937,true,2009-01-01 12:00:00.920,-2.66304473,51.40695567,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956938,true,2009-01-01 12:00:00.940,-2.66304593,51.40695528,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956939,true,2009-01-01 12:00:00.960,-2.66304718,51.40695489,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956940,true,2009-01-01 12:00:00.980,-2.66304851,51.40695451,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956941,true,2009-01-01 12:00:01.000,-2.6630499,51.40695412,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956942,true,2009-01-01 12:00:01.020,-2.66305136,51.40695373,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956943,true,2009-01-01 12:00:01.040,-2.66305289,51.40695334,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956944,true,2009-01-01 12:00:01.060,-2.66305452,51.40695292,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956945,true,2009-01-01 12:00:01.080,-2.66305624,51.40695249,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956946,true,2009-01-01 12:00:01.100,-2.66305806,51.40695203,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956947,true,2009-01-01 12:00:01.120,-2.66305997,51.40695153,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956948,true,2009-01-01 12:00:01.140,-2.66306196,51.406951,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956949,true,2009-01-01 12:00:01.160,-2.66306404,51.40695043,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956950,true,2009-01-01 12:00:01.180,-2.66306618,51.40694982,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956951,true,2009-01-01 12:00:01.200,-2.66306835,51.40694916,"2D videogrammetry data","gps","Myotis daubentoni","251","251","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956952,true,2009-01-01 12:00:00.000,-2.66300087,51.40697116,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956953,true,2009-01-01 12:00:00.020,-2.6630044,51.40697263,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956954,true,2009-01-01 12:00:00.040,-2.66300779,51.4069739,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956955,true,2009-01-01 12:00:00.060,-2.66301083,51.40697491,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956956,true,2009-01-01 12:00:00.080,-2.66301345,51.40697561,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956957,true,2009-01-01 12:00:00.100,-2.6630156,51.406976,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956958,true,2009-01-01 12:00:00.120,-2.66301732,51.40697612,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956959,true,2009-01-01 12:00:00.140,-2.66301863,51.406976,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956960,true,2009-01-01 12:00:00.160,-2.66301961,51.4069757,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956961,true,2009-01-01 12:00:00.180,-2.66302036,51.40697525,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956962,true,2009-01-01 12:00:00.200,-2.66302091,51.4069747,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956963,true,2009-01-01 12:00:00.220,-2.66302136,51.40697408,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956964,true,2009-01-01 12:00:00.240,-2.66302174,51.40697342,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956965,true,2009-01-01 12:00:00.260,-2.66302211,51.40697275,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956966,true,2009-01-01 12:00:00.280,-2.66302249,51.40697208,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956967,true,2009-01-01 12:00:00.300,-2.6630229,51.40697141,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956968,true,2009-01-01 12:00:00.320,-2.66302334,51.40697076,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956969,true,2009-01-01 12:00:00.340,-2.6630238,51.40697012,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956970,true,2009-01-01 12:00:00.360,-2.66302426,51.4069695,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956971,true,2009-01-01 12:00:00.380,-2.66302475,51.4069689,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956972,true,2009-01-01 12:00:00.400,-2.66302524,51.40696831,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956973,true,2009-01-01 12:00:00.420,-2.66302573,51.40696773,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956974,true,2009-01-01 12:00:00.440,-2.66302621,51.40696716,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956975,true,2009-01-01 12:00:00.460,-2.6630267,51.4069666,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956976,true,2009-01-01 12:00:00.480,-2.6630272,51.40696604,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956977,true,2009-01-01 12:00:00.500,-2.66302771,51.4069655,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956978,true,2009-01-01 12:00:00.520,-2.66302822,51.40696496,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956979,true,2009-01-01 12:00:00.540,-2.66302874,51.40696442,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
500956980,true,2009-01-01 12:00:00.560,-2.66302929,51.4069639,"2D videogrammetry data","gps","Myotis daubentoni","252","252","Movement coordination in trawling bats (data from Giuggioli et al. 2015)"
